	0	3.7	0.3	-0.8	0	1	0	0.1	1000
	1	3.1	0.3	-0.8	0	1	0	0.1	1000
	2	3.1	0.8	-0.8	0	1	0	0.1	1000
	3	3.1	1.3	-0.8	0	1	0	0.1	1000
	4	3.1	2	-0.8	0	1	0	0.1	1000
	5	3.1	2.8	-0.8	0	1	0	0.1	1000
	6	3.1	3.2	-0.8	0	1	0	0.1	1000
	7	2.1	3.2	-0.8	0	1	0	0.1	1000
	8	1.1	3.2	-0.8	0	1	0	0.1	1000
	9	0.4	3.2	-0.8	0	1	0	0.1	1000
	10	0.2	3.2	-0.8	0	1	0	0.1	1000
	11	0.2	2.2	-0.8	0	1	0	0.1	1000
	12	0.2	1.2	-0.8	0	1	0	0.1	1000
	13	0.2	0.5	-0.8	0	1	0	0.1	1000
	14	0.2	0.3	-0.8	0	1	0	0.1	1000
	15	1.1	0.3	-0.8	0	1	0	0.1	1000
	16	2.1	0.3	-0.8	0	1	0	0.1	1000
	17	2.8	0.3	-0.8	0	1	0	0.1	1000
	18	3.1	0.3	-0.8	0	1	0	0.1	1000
	19	3.7	0.3	-0.8	0	1	0	0.1	1000
	20	3.7	0.3	0	0	1	0	0.1	1000
